pixel (FR) \ band	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
188	1714.76	1878.64	1928.17	1929.01	1803.08	1650.77	1531.63	1472.15	1407.91	1266.04	1250.36	1177.23	958.40	929.83	895.46
189	1714.75	1878.61	1928.16	1929.03	1803.09	1650.78	1531.63	1472.16	1407.92	1266.04	1250.37	1177.23	958.40	929.83	895.46
190	1714.74	1878.58	1928.15	1929.04	1803.10	1650.78	1531.64	1472.16	1407.93	1266.04	1250.37	1177.24	958.39	929.84	895.46
191	1714.73	1878.54	1928.14	1929.06	1803.12	1650.79	1531.64	1472.17	1407.94	1266.04	1250.37	1177.25	958.39	929.84	895.46
192	1714.73	1878.51	1928.13	1929.07	1803.13	1650.79	1531.64	1472.18	1407.95	1266.04	1250.37	1177.25	958.38	929.84	895.46
193	1714.72	1878.48	1928.12	1929.09	1803.14	1650.79	1531.64	1472.18	1407.95	1266.04	1250.38	1177.26	958.38	929.84	895.46
194	1714.71	1878.45	1928.11	1929.10	1803.15	1650.80	1531.64	1472.19	1407.96	1266.04	1250.38	1177.26	958.37	929.84	895.46
195	1714.71	1878.42	1928.10	1929.12	1803.16	1650.80	1531.64	1472.19	1407.97	1266.04	1250.38	1177.27	958.37	929.84	895.46
196	1714.70	1878.39	1928.09	1929.13	1803.17	1650.80	1531.65	1472.20	1407.98	1266.04	1250.39	1177.28	958.37	929.84	895.46
197	1714.69	1878.35	1928.08	1929.15	1803.19	1650.81	1531.65	1472.21	1407.99	1266.04	1250.39	1177.28	958.36	929.85	895.46
198	1714.68	1878.32	1928.07	1929.16	1803.20	1650.81	1531.65	1472.21	1407.99	1266.04	1250.39	1177.29	958.36	929.85	895.46
199	1714.68	1878.29	1928.06	1929.18	1803.21	1650.82	1531.65	1472.22	1408.00	1266.04	1250.39	1177.30	958.35	929.85	895.46
200	1714.67	1878.26	1928.05	1929.19	1803.22	1650.82	1531.65	1472.23	1408.01	1266.04	1250.40	1177.30	958.35	929.85	895.46
201	1714.66	1878.23	1928.04	1929.20	1803.23	1650.82	1531.65	1472.23	1408.02	1266.04	1250.40	1177.31	958.34	929.85	895.46
202	1714.65	1878.20	1928.03	1929.22	1803.25	1650.83	1531.66	1472.24	1408.03	1266.04	1250.40	1177.31	958.34	929.85	895.46
203	1714.65	1878.16	1928.03	1929.23	1803.26	1650.83	1531.66	1472.24	1408.03	1266.04	1250.41	1177.32	958.33	929.85	895.46
204	1714.64	1878.13	1928.02	1929.25	1803.27	1650.83	1531.66	1472.25	1408.04	1266.04	1250.41	1177.33	958.33	929.86	895.46
205	1714.63	1878.10	1928.01	1929.26	1803.28	1650.84	1531.66	1472.26	1408.05	1266.04	1250.41	1177.33	958.32	929.86	895.46
206	1714.63	1878.07	1928.00	1929.28	1803.29	1650.84	1531.66	1472.26	1408.06	1266.03	1250.41	1177.34	958.32	929.86	895.46
207	1714.62	1878.04	1927.99	1929.29	1803.30	1650.84	1531.66	1472.27	1408.06	1266.03	1250.42	1177.35	958.31	929.86	895.46
208	1714.61	1878.01	1927.98	1929.31	1803.32	1650.85	1531.67	1472.28	1408.07	1266.03	1250.42	1177.35	958.31	929.86	895.46
209	1714.60	1877.97	1927.97	1929.32	1803.33	1650.85	1531.67	1472.28	1408.08	1266.03	1250.42	1177.36	958.30	929.86	895.46
210	1714.60	1877.94	1927.96	1929.34	1803.34	1650.86	1531.67	1472.29	1408.09	1266.03	1250.43	1177.36	958.30	929.86	895.46
211	1714.59	1877.91	1927.95	1929.35	1803.35	1650.86	1531.67	1472.29	1408.10	1266.03	1250.43	1177.37	958.29	929.87	895.46
212	1714.58	1877.88	1927.94	1929.37	1803.36	1650.86	1531.67	1472.30	1408.10	1266.03	1250.43	1177.38	958.29	929.87	895.46
213	1714.57	1877.85	1927.94	1929.38	1803.37	1650.87	1531.67	1472.31	1408.11	1266.03	1250.43	1177.38	958.28	929.87	895.46
214	1714.57	1877.82	1927.93	1929.40	1803.39	1650.87	1531.68	1472.31	1408.12	1266.03	1250.44	1177.39	958.28	929.87	895.46
215	1714.56	1877.79	1927.92	1929.41	1803.40	1650.87	1531.68	1472.32	1408.13	1266.03	1250.44	1177.40	958.28	929.87	895.46
216	1714.55	1877.76	1927.91	1929.42	1803.41	1650.88	1531.68	1472.33	1408.14	1266.03	1250.44	1177.40	958.27	929.87	895.46
217	1714.54	1877.72	1927.90	1929.44	1803.42	1650.88	1531.68	1472.33	1408.14	1266.03	1250.45	1177.41	958.27	929.87	895.46
218	1714.54	1877.69	1927.89	1929.45	1803.43	1650.88	1531.68	1472.34	1408.15	1266.03	1250.45	1177.41	958.26	929.88	895.47
219	1714.53	1877.66	1927.88	1929.47	1803.44	1650.89	1531.68	1472.34	1408.16	1266.03	1250.45	1177.42	958.26	929.88	895.47
220	1714.52	1877.63	1927.87	1929.48	1803.46	1650.89	1531.68	1472.35	1408.17	1266.03	1250.45	1177.43	958.25	929.88	895.47
221	1714.51	1877.60	1927.87	1929.50	1803.47	1650.90	1531.69	1472.36	1408.18	1266.03	1250.46	1177.43	958.25	929.88	895.47
222	1714.51	1877.57	1927.86	1929.51	1803.48	1650.90	1531.69	1472.36	1408.18	1266.03	1250.46	1177.44	958.24	929.88	895.47
223	1714.50	1877.54	1927.85	1929.53	1803.49	1650.90	1531.69	1472.37	1408.19	1266.03	1250.46	1177.45	958.24	929.88	895.47
224	1714.49	1877.51	1927.84	1929.54	1803.50	1650.91	1531.69	1472.38	1408.20	1266.03	1250.47	1177.45	958.23	929.88	895.47
225	1714.48	1877.48	1927.83	1929.56	1803.52	1650.91	1531.69	1472.38	1408.21	1266.03	1250.47	1177.46	958.23	929.89	895.47
226	1714.48	1877.44	1927.82	1929.57	1803.53	1650.91	1531.69	1472.39	1408.21	1266.03	1250.47	1177.46	958.22	929.89	895.47
227	1714.47	1877.41	1927.82	1929.58	1803.54	1650.92	1531.70	1472.39	1408.22	1266.02	1250.48	1177.47	958.22	929.89	895.47
228	1714.46	1877.38	1927.81	1929.60	1803.55	1650.92	1531.70	1472.40	1408.23	1266.02	1250.48	1177.48	958.21	929.89	895.47
229	1714.45	1877.35	1927.80	1929.61	1803.56	1650.92	1531.70	1472.41	1408.24	1266.02	1250.48	1177.48	958.21	929.89	895.47
230	1714.45	1877.32	1927.79	1929.63	1803.57	1650.93	1531.70	1472.41	1408.25	1266.02	1250.48	1177.49	958.20	929.89	895.47
231	1714.44	1877.29	1927.78	1929.64	1803.59	1650.93	1531.70	1472.42	1408.25	1266.02	1250.49	1177.50	958.20	929.90	895.47
232	1714.43	1877.26	1927.77	1929.66	1803.60	1650.94	1531.70	1472.43	1408.26	1266.02	1250.49	1177.50	958.19	929.90	895.47
233	1714.42	1877.23	1927.77	1929.67	1803.61	1650.94	1531.71	1472.43	1408.27	1266.02	1250.49	1177.51	958.19	929.90	895.47
234	1714.42	1877.20	1927.76	1929.69	1803.62	1650.94	1531.71	1472.44	1408.28	1266.02	1250.50	1177.51	958.18	929.90	895.47
235	1714.41	1877.17	1927.75	1929.70	1803.63	1650.95	1531.71	1472.44	1408.29	1266.02	1250.50	1177.52	958.18	929.90	895.47
236	1714.40	1877.14	1927.74	1929.71	1803.64	1650.95	1531.71	1472.45	1408.29	1266.02	1250.50	1177.53	958.17	929.90	895.47
237	1714.39	1877.10	1927.73	1929.73	1803.66	1650.95	1531.71	1472.46	1408.30	1266.02	1250.50	1177.53	958.17	929.90	895.47
238	1714.39	1877.07	1927.72	1929.74	1803.67	1650.96	1531.71	1472.46	1408.31	1266.02	1250.51	1177.54	958.16	929.91	895.47
239	1714.38	1877.04	1927.72	1929.76	1803.68	1650.96	1531.71	1472.47	1408.32	1266.02	1250.51	1177.55	958.16	929.91	895.47
240	1714.37	1877.01	1927.71	1929.77	1803.69	1650.96	1531.72	1472.48	1408.32	1266.02	1250.51	1177.55	958.15	929.91	895.47
241	1714.36	1876.98	1927.70	1929.79	1803.70	1650.97	1531.72	1472.48	1408.33	1266.02	1250.52	1177.56	958.15	929.91	895.47
242	1714.35	1876.95	1927.69	1929.80	1803.71	1650.97	1531.72	1472.49	1408.34	1266.02	1250.52	1177.57	958.14	929.91	895.47
243	1714.35	1876.92	1927.68	1929.81	1803.73	1650.98	1531.72	1472.49	1408.35	1266.02	1250.52	1177.57	958.14	929.91	895.47
244	1714.34	1876.89	1927.68	1929.83	1803.74	1650.98	1531.72	1472.50	1408.36	1266.02	1250.53	1177.58	958.13	929.92	895.47
245	1714.33	1876.86	1927.67	1929.84	1803.75	1650.98	1531.72	1472.51	1408.36	1266.02	1250.53	1177.58	958.13	929.92	895.47
246	1714.32	1876.83	1927.66	1929.86	1803.76	1650.99	1531.73	1472.51	1408.37	1266.02	1250.53	1177.59	958.12	929.92	895.47
247	1714.32	1876.80	1927.65	1929.87	1803.77	1650.99	1531.73	1472.52	1408.38	1266.02	1250.54	1177.60	958.12	929.92	895.47
248	1714.31	1876.77	1927.64	1929.89	1803.78	1650.99	1531.73	1472.53	1408.39	1266.02	1250.54	1177.60	958.11	929.92	895.47
249	1714.30	1876.74	1927.64	1929.90	1803.80	1651.00	1531.73	1472.53	1408.40	1266.01	1250.54	1177.61	958.11	929.92	895.47
250	1714.29	1876.71	1927.63	1929.91	1803.81	1651.00	1531.73	1472.54	1408.40	1266.01	1250.54	1177.62	958.10	929.92	895.47
251	1714.28	1876.68	1927.62	1929.93	1803.82	1651.00	1531.73	1472.54	1408.41	1266.01	1250.55	1177.62	958.10	929.93	895.47
252	1714.28	1876.65	1927.61	1929.94	1803.83	1651.01	1531.73	1472.55	1408.42	1266.01	1250.55	1177.63	958.09	929.93	895.47
253	1714.27	1876.62	1927.61	1929.96	1803.84	1651.01	1531.74	1472.56	1408.43	1266.01	1250.55	1177.63	958.08	929.93	895.47
254	1714.26	1876.59	1927.60	1929.97	1803.85	1651.01	1531.74	1472.56	1408.43	1266.01	1250.56	1177.64	958.08	929.93	895.47
255	1714.25	1876.56	1927.59	1929.99	1803.87	1651.02	1531.74	1472.57	1408.44	1266.01	1250.56	1177.65	958.07	929.93	895.47
256	1714.25	1876.53	1927.58	1930.00	1803.88	1651.02	1531.74	1472.58	1408.45	1266.01	1250.56	1177.65	958.07	929.93	895.47
257	1714.24	1876.50	1927.58	1930.01	1803.89	1651.03	1531.74	1472.58	1408.46	1266.01	1250.57	1177.66	958.06	929.94	895.47
258	1714.23	1876.47	1927.57	1930.03	1803.90	1651.03	1531.74	1472.59	1408.47	1266.01	1250.57	1177.67	958.06	929.94	895.47
259	1714.22	1876.44	1927.56	1930.04	1803.91	1651.03	1531.74	1472.59	1408.47	1266.01	1250.57	1177.67	958.05	929.94	895.48
260	1714.21	1876.41	1927.55	1930.06	1803.92	1651.04	1531.75	1472.60	1408.48	1266.01	1250.58	1177.68	958.05	929.94	895.48
261	1714.21	1876.37	1927.55	1930.07	1803.94	1651.04	1531.75	1472.61	1408.49	1266.01	1250.58	1177.68	958.04	929.94	895.48
262	1714.20	1876.34	1927.54	1930.08	1803.95	1651.04	1531.75	1472.61	1408.50	1266.01	1250.58	1177.69	958.04	929.94	895.48
263	1714.19	1876.31	1927.53	1930.10	1803.96	1651.05	1531.75	1472.62	1408.50	1266.01	1250.58	1177.70	958.03	929.95	895.48
264	1714.18	1876.28	1927.52	1930.11	1803.97	1651.05	1531.75	1472.63	1408.51	1266.01	1250.59	1177.70	958.03	929.95	895.48
265	1714.18	1876.25	1927.52	1930.13	1803.98	1651.05	1531.75	1472.63	1408.52	1266.01	1250.59	1177.71	958.02	929.95	895.48
266	1714.17	1876.22	1927.51	1930.14	1803.99	1651.06	1531.75	1472.64	1408.53	1266.01	1250.59	1177.72	958.02	929.95	895.48
267	1714.16	1876.19	1927.50	1930.15	1804.01	1651.06	1531.76	1472.64	1408.54	1266.01	1250.60	1177.72	958.01	929.95	895.48
268	1714.15	1876.16	1927.49	1930.17	1804.02	1651.06	1531.76	1472.65	1408.54	1266.01	1250.60	1177.73	958.01	929.95	895.48
269	1714.14	1876.13	1927.49	1930.18	1804.03	1651.07	1531.76	1472.66	1408.55	1266.01	1250.60	1177.73	958.00	929.96	895.48
270	1714.14	1876.11	1927.48	1930.20	1804.04	1651.07	1531.76	1472.66	1408.56	1266.01	1250.61	1177.74	958.00	929.96	895.48
271	1714.13	1876.08	1927.47	1930.21	1804.05	1651.07	1531.76	1472.67	1408.57	1266.01	1250.61	1177.75	957.99	929.96	895.48
272	1714.12	1876.05	1927.47	1930.22	1804.06	1651.08	1531.76	1472.68	1408.57	1266.01	1250.61	1177.75	957.99	929.96	895.48
273	1714.11	1876.02	1927.46	1930.24	1804.08	1651.08	1531.76	1472.68	1408.58	1266.00	1250.62	1177.76	957.98	929.96	895.48
274	1714.10	1875.99	1927.45	1930.25	1804.09	1651.09	1531.77	1472.69	1408.59	1266.00	1250.62	1177.77	957.97	929.96	895.48
275	1714.10	1875.96	1927.44	1930.27	1804.10	1651.09	1531.77	1472.69	1408.60	1266.00	1250.62	1177.77	957.97	929.97	895.48
276	1714.09	1875.93	1927.44	1930.28	1804.11	1651.09	1531.77	1472.70	1408.61	1266.00	1250.63	1177.78	957.96	929.97	895.48
277	1714.08	1875.90	1927.43	1930.29	1804.12	1651.10	1531.77	1472.71	1408.61	1266.00	1250.63	1177.78	957.96	929.97	895.48
278	1714.07	1875.87	1927.42	1930.31	1804.13	1651.10	1531.77	1472.71	1408.62	1266.00	1250.63	1177.79	957.95	929.97	895.48
279	1714.06	1875.84	1927.42	1930.32	1804.15	1651.10	1531.77	1472.72	1408.63	1266.00	1250.64	1177.80	957.95	929.97	895.48
280	1714.06	1875.81	1927.41	1930.34	1804.16	1651.11	1531.77	1472.72	1408.64	1266.00	1250.64	1177.80	957.94	929.97	895.48
281	1714.05	1875.78	1927.40	1930.35	1804.17	1651.11	1531.78	1472.73	1408.65	1266.00	1250.64	1177.81	957.94	929.98	895.48
282	1714.04	1875.75	1927.40	1930.36	1804.18	1651.11	1531.78	1472.74	1408.65	1266.00	1250.65	1177.82	957.93	929.98	895.48
283	1714.03	1875.72	1927.39	1930.38	1804.19	1651.12	1531.78	1472.74	1408.66	1266.00	1250.65	1177.82	957.93	929.98	895.48
284	1714.02	1875.69	1927.38	1930.39	1804.20	1651.12	1531.78	1472.75	1408.67	1266.00	1250.65	1177.83	957.92	929.98	895.48
285	1714.01	1875.66	1927.37	1930.41	1804.22	1651.12	1531.78	1472.76	1408.68	1266.00	1250.65	1177.83	957.92	929.98	895.48
286	1714.01	1875.63	1927.37	1930.42	1804.23	1651.13	1531.78	1472.76	1408.68	1266.00	1250.66	1177.84	957.91	929.98	895.48
287	1714.00	1875.60	1927.36	1930.43	1804.24	1651.13	1531.78	1472.77	1408.69	1266.00	1250.66	1177.85	957.90	929.99	895.48
288	1713.99	1875.57	1927.35	1930.45	1804.25	1651.13	1531.78	1472.77	1408.70	1266.00	1250.66	1177.85	957.90	929.99	895.48
289	1713.98	1875.54	1927.35	1930.46	1804.26	1651.14	1531.79	1472.78	1408.71	1266.00	1250.67	1177.86	957.89	929.99	895.48
290	1713.97	1875.51	1927.34	1930.48	1804.27	1651.14	1531.79	1472.79	1408.72	1266.00	1250.67	1177.87	957.89	929.99	895.48
291	1713.97	1875.48	1927.33	1930.49	1804.28	1651.14	1531.79	1472.79	1408.72	1266.00	1250.67	1177.87	957.88	929.99	895.48
292	1713.96	1875.45	1927.33	1930.50	1804.30	1651.15	1531.79	1472.80	1408.73	1266.00	1250.68	1177.88	957.88	929.99	895.48
293	1713.95	1875.42	1927.32	1930.52	1804.31	1651.15	1531.79	1472.81	1408.74	1266.00	1250.68	1177.89	957.87	930.00	895.48
294	1713.94	1875.40	1927.32	1930.53	1804.32	1651.16	1531.79	1472.81	1408.75	1266.00	1250.68	1177.89	957.87	930.00	895.48
295	1713.93	1875.37	1927.31	1930.54	1804.33	1651.16	1531.79	1472.82	1408.75	1266.00	1250.69	1177.90	957.86	930.00	895.48
296	1713.92	1875.34	1927.30	1930.56	1804.34	1651.16	1531.80	1472.82	1408.76	1266.00	1250.69	1177.90	957.86	930.00	895.48
297	1713.92	1875.31	1927.30	1930.57	1804.35	1651.17	1531.80	1472.83	1408.77	1266.00	1250.69	1177.91	957.85	930.00	895.48
298	1713.91	1875.28	1927.29	1930.59	1804.37	1651.17	1531.80	1472.84	1408.78	1266.00	1250.70	1177.92	957.84	930.01	895.48
299	1713.90	1875.25	1927.28	1930.60	1804.38	1651.17	1531.80	1472.84	1408.79	1265.99	1250.70	1177.92	957.84	930.01	895.48
300	1713.89	1875.22	1927.28	1930.61	1804.39	1651.18	1531.80	1472.85	1408.79	1265.99	1250.70	1177.93	957.83	930.01	895.48
301	1713.88	1875.19	1927.27	1930.63	1804.40	1651.18	1531.80	1472.86	1408.80	1265.99	1250.71	1177.94	957.83	930.01	895.48
302	1713.88	1875.16	1927.26	1930.64	1804.41	1651.18	1531.80	1472.86	1408.81	1265.99	1250.71	1177.94	957.82	930.01	895.48
303	1713.87	1875.13	1927.26	1930.65	1804.42	1651.19	1531.80	1472.87	1408.82	1265.99	1250.71	1177.95	957.82	930.01	895.48
304	1713.86	1875.10	1927.25	1930.67	1804.44	1651.19	1531.81	1472.87	1408.82	1265.99	1250.72	1177.95	957.81	930.02	895.48
305	1713.85	1875.08	1927.25	1930.68	1804.45	1651.19	1531.81	1472.88	1408.83	1265.99	1250.72	1177.96	957.81	930.02	895.48
306	1713.84	1875.05	1927.24	1930.70	1804.46	1651.20	1531.81	1472.89	1408.84	1265.99	1250.72	1177.97	957.80	930.02	895.48
307	1713.83	1875.02	1927.23	1930.71	1804.47	1651.20	1531.81	1472.89	1408.85	1265.99	1250.73	1177.97	957.79	930.02	895.48
308	1713.83	1874.99	1927.23	1930.72	1804.48	1651.20	1531.81	1472.90	1408.86	1265.99	1250.73	1177.98	957.79	930.02	895.48
309	1713.82	1874.96	1927.22	1930.74	1804.49	1651.21	1531.81	1472.90	1408.86	1265.99	1250.73	1177.99	957.78	930.02	895.48
310	1713.81	1874.93	1927.21	1930.75	1804.51	1651.21	1531.81	1472.91	1408.87	1265.99	1250.74	1177.99	957.78	930.03	895.48
311	1713.80	1874.90	1927.21	1930.76	1804.52	1651.21	1531.82	1472.92	1408.88	1265.99	1250.74	1178.00	957.77	930.03	895.48
312	1713.79	1874.87	1927.20	1930.78	1804.53	1651.22	1531.82	1472.92	1408.89	1265.99	1250.74	1178.00	957.77	930.03	895.48
313	1713.78	1874.84	1927.20	1930.79	1804.54	1651.22	1531.82	1472.93	1408.89	1265.99	1250.75	1178.01	957.76	930.03	895.48
314	1713.78	1874.82	1927.19	1930.80	1804.55	1651.22	1531.82	1472.94	1408.90	1265.99	1250.75	1178.02	957.75	930.03	895.48
315	1713.77	1874.79	1927.18	1930.82	1804.56	1651.23	1531.82	1472.94	1408.91	1265.99	1250.75	1178.02	957.75	930.04	895.48
316	1713.76	1874.76	1927.18	1930.83	1804.57	1651.23	1531.82	1472.95	1408.92	1265.99	1250.76	1178.03	957.74	930.04	895.48
317	1713.75	1874.73	1927.17	1930.85	1804.59	1651.23	1531.82	1472.95	1408.92	1265.99	1250.76	1178.04	957.74	930.04	895.48
318	1713.74	1874.70	1927.17	1930.86	1804.60	1651.24	1531.82	1472.96	1408.93	1265.99	1250.76	1178.04	957.73	930.04	895.48
319	1713.73	1874.67	1927.16	1930.87	1804.61	1651.24	1531.83	1472.97	1408.94	1265.99	1250.77	1178.05	957.73	930.04	895.48
320	1713.72	1874.64	1927.16	1930.89	1804.62	1651.24	1531.83	1472.97	1408.95	1265.99	1250.77	1178.06	957.72	930.04	895.48
321	1713.72	1874.62	1927.15	1930.90	1804.63	1651.25	1531.83	1472.98	1408.96	1265.99	1250.77	1178.06	957.71	930.05	895.48
322	1713.71	1874.59	1927.14	1930.91	1804.64	1651.25	1531.83	1472.99	1408.96	1265.99	1250.78	1178.07	957.71	930.05	895.48
323	1713.70	1874.56	1927.14	1930.93	1804.66	1651.26	1531.83	1472.99	1408.97	1265.99	1250.78	1178.07	957.70	930.05	895.48
324	1713.69	1874.53	1927.13	1930.94	1804.67	1651.26	1531.83	1473.00	1408.98	1265.99	1250.78	1178.08	957.70	930.05	895.48
325	1713.68	1874.50	1927.13	1930.95	1804.68	1651.26	1531.83	1473.00	1408.99	1265.99	1250.79	1178.09	957.69	930.05	895.48
326	1713.67	1874.47	1927.12	1930.97	1804.69	1651.27	1531.83	1473.01	1408.99	1265.99	1250.79	1178.09	957.69	930.06	895.48
327	1713.66	1874.44	1927.12	1930.98	1804.70	1651.27	1531.83	1473.02	1409.00	1265.99	1250.79	1178.10	957.68	930.06	895.48
328	1713.66	1874.42	1927.11	1930.99	1804.71	1651.27	1531.84	1473.02	1409.01	1265.98	1250.80	1178.11	957.67	930.06	895.49
329	1713.65	1874.39	1927.11	1931.01	1804.73	1651.28	1531.84	1473.03	1409.02	1265.98	1250.80	1178.11	957.67	930.06	895.49
330	1713.64	1874.36	1927.10	1931.02	1804.74	1651.28	1531.84	1473.03	1409.03	1265.98	1250.80	1178.12	957.66	930.06	895.49
331	1713.63	1874.33	1927.09	1931.03	1804.75	1651.28	1531.84	1473.04	1409.03	1265.98	1250.81	1178.12	957.66	930.06	895.49
332	1713.62	1874.30	1927.09	1931.05	1804.76	1651.29	1531.84	1473.05	1409.04	1265.98	1250.81	1178.13	957.65	930.07	895.49
333	1713.61	1874.28	1927.08	1931.06	1804.77	1651.29	1531.84	1473.05	1409.05	1265.98	1250.81	1178.14	957.65	930.07	895.49
334	1713.60	1874.25	1927.08	1931.08	1804.78	1651.29	1531.84	1473.06	1409.06	1265.98	1250.82	1178.14	957.64	930.07	895.49
335	1713.60	1874.22	1927.07	1931.09	1804.79	1651.30	1531.84	1473.07	1409.06	1265.98	1250.82	1178.15	957.63	930.07	895.49
336	1713.59	1874.19	1927.07	1931.10	1804.81	1651.30	1531.85	1473.07	1409.07	1265.98	1250.82	1178.16	957.63	930.07	895.49
337	1713.58	1874.16	1927.06	1931.12	1804.82	1651.30	1531.85	1473.08	1409.08	1265.98	1250.83	1178.16	957.62	930.08	895.49
338	1713.57	1874.13	1927.06	1931.13	1804.83	1651.31	1531.85	1473.08	1409.09	1265.98	1250.83	1178.17	957.62	930.08	895.49
339	1713.56	1874.11	1927.05	1931.14	1804.84	1651.31	1531.85	1473.09	1409.10	1265.98	1250.84	1178.18	957.61	930.08	895.49
340	1713.55	1874.08	1927.05	1931.16	1804.85	1651.31	1531.85	1473.10	1409.10	1265.98	1250.84	1178.18	957.60	930.08	895.49
341	1713.54	1874.05	1927.04	1931.17	1804.86	1651.32	1531.85	1473.10	1409.11	1265.98	1250.84	1178.19	957.60	930.08	895.49
342	1713.54	1874.02	1927.04	1931.18	1804.88	1651.32	1531.85	1473.11	1409.12	1265.98	1250.85	1178.19	957.59	930.09	895.49
343	1713.53	1873.99	1927.03	1931.20	1804.89	1651.32	1531.85	1473.11	1409.13	1265.98	1250.85	1178.20	957.59	930.09	895.49
344	1713.52	1873.97	1927.03	1931.21	1804.90	1651.33	1531.85	1473.12	1409.13	1265.98	1250.85	1178.21	957.58	930.09	895.49
345	1713.51	1873.94	1927.02	1931.22	1804.91	1651.33	1531.86	1473.13	1409.14	1265.98	1250.86	1178.21	957.58	930.09	895.49
346	1713.50	1873.91	1927.02	1931.24	1804.92	1651.33	1531.86	1473.13	1409.15	1265.98	1250.86	1178.22	957.57	930.09	895.49
347	1713.49	1873.88	1927.01	1931.25	1804.93	1651.34	1531.86	1473.14	1409.16	1265.98	1250.86	1178.23	957.56	930.09	895.49
348	1713.48	1873.85	1927.01	1931.26	1804.94	1651.34	1531.86	1473.15	1409.16	1265.98	1250.87	1178.23	957.56	930.10	895.49
349	1713.47	1873.83	1927.00	1931.28	1804.96	1651.34	1531.86	1473.15	1409.17	1265.98	1250.87	1178.24	957.55	930.10	895.49
350	1713.47	1873.80	1927.00	1931.29	1804.97	1651.35	1531.86	1473.16	1409.18	1265.98	1250.87	1178.24	957.55	930.10	895.49
351	1713.46	1873.77	1926.99	1931.30	1804.98	1651.35	1531.86	1473.16	1409.19	1265.98	1250.88	1178.25	957.54	930.10	895.49
352	1713.45	1873.74	1926.99	1931.32	1804.99	1651.35	1531.86	1473.17	1409.20	1265.98	1250.88	1178.26	957.53	930.10	895.49
353	1713.44	1873.72	1926.98	1931.33	1805.00	1651.36	1531.87	1473.18	1409.20	1265.98	1250.88	1178.26	957.53	930.11	895.49
354	1713.43	1873.69	1926.98	1931.34	1805.01	1651.36	1531.87	1473.18	1409.21	1265.98	1250.89	1178.27	957.52	930.11	895.49
355	1713.42	1873.66	1926.97	1931.36	1805.02	1651.36	1531.87	1473.19	1409.22	1265.98	1250.89	1178.28	957.52	930.11	895.49
356	1713.41	1873.63	1926.97	1931.37	1805.04	1651.37	1531.87	1473.19	1409.23	1265.98	1250.89	1178.28	957.51	930.11	895.49
357	1713.40	1873.61	1926.96	1931.38	1805.05	1651.37	1531.87	1473.20	1409.23	1265.98	1250.90	1178.29	957.50	930.11	895.49
358	1713.40	1873.58	1926.96	1931.39	1805.06	1651.37	1531.87	1473.21	1409.24	1265.98	1250.90	1178.30	957.50	930.12	895.49
359	1713.39	1873.55	1926.95	1931.41	1805.07	1651.38	1531.87	1473.21	1409.25	1265.98	1250.91	1178.30	957.49	930.12	895.49
360	1713.38	1873.52	1926.95	1931.42	1805.08	1651.38	1531.87	1473.22	1409.26	1265.98	1250.91	1178.31	957.49	930.12	895.49
361	1713.37	1873.50	1926.94	1931.43	1805.09	1651.38	1531.87	1473.22	1409.26	1265.98	1250.91	1178.31	957.48	930.12	895.49
362	1713.36	1873.47	1926.94	1931.45	1805.11	1651.39	1531.87	1473.23	1409.27	1265.98	1250.92	1178.32	957.47	930.12	895.49
363	1713.35	1873.44	1926.93	1931.46	1805.12	1651.39	1531.88	1473.24	1409.28	1265.98	1250.92	1178.33	957.47	930.13	895.49
364	1713.34	1873.41	1926.93	1931.47	1805.13	1651.39	1531.88	1473.24	1409.29	1265.98	1250.92	1178.33	957.46	930.13	895.49
365	1713.33	1873.39	1926.92	1931.49	1805.14	1651.40	1531.88	1473.25	1409.30	1265.97	1250.93	1178.34	957.46	930.13	895.49
366	1713.32	1873.36	1926.92	1931.50	1805.15	1651.40	1531.88	1473.26	1409.30	1265.97	1250.93	1178.35	957.45	930.13	895.49
367	1713.32	1873.33	1926.92	1931.51	1805.16	1651.40	1531.88	1473.26	1409.31	1265.97	1250.93	1178.35	957.44	930.13	895.49
368	1713.31	1873.30	1926.91	1931.53	1805.17	1651.41	1531.88	1473.27	1409.32	1265.97	1250.94	1178.36	957.44	930.14	895.49
369	1713.30	1873.28	1926.91	1931.54	1805.19	1651.41	1531.88	1473.27	1409.33	1265.97	1250.94	1178.36	957.43	930.14	895.49
370	1713.29	1873.25	1926.90	1931.55	1805.20	1651.41	1531.88	1473.28	1409.33	1265.97	1250.94	1178.37	957.43	930.14	895.49
