MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_665;Rho_wn_IS_681;Rho_wn_IS_708;Rho_wn_IS_753;Lw_IS_412;Lw_IS_443;Lw_IS_490;Lw_IS_510;Lw_IS_560;Lw_IS_620;Lw_IS_665;Lw_IS_681;Lw_IS_708;Lw_IS_753;Es_IS_412;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_665;Es_IS_681;Es_IS_708;Es_IS_753
MOBY_55_b_oc;MOBY;KennethVoss;    20.809;  -157.190;20020812T203632Z;P10100100;M111110111101110100;    14.000;    28.587;       0.040549;       0.031250;       0.020909;       0.011413;       0.004574;       0.000524;       0.000167;       0.000144;       0.000027;            NaN;       1.561600;       1.326500;       0.950400;       0.519600;       0.199700;       0.020900;       0.006400;       0.005400;       0.000900;            NaN;     121.699997;     134.399994;     144.000000;     144.699997;     138.699997;     126.800003;     121.900002;     118.800003;     107.199997;     102.199997
MOBY_56_b_oc;MOBY;KennethVoss;    20.817;  -157.193;20020816T203634Z;P10100100;M111110111101110100;    14.000;    28.782;       0.038594;       0.029042;       0.019789;       0.010730;       0.004117;       0.000418;       0.000159;       0.000147;       0.000027;            NaN;       1.442100;       1.194800;       0.869800;       0.472400;       0.173600;       0.016100;       0.005900;       0.005300;       0.000900;            NaN;     118.099998;     130.300003;     139.300003;     140.000000;     134.000000;     122.400002;     117.699997;     114.699997;     104.099998;      98.699997
MOBY_57_b_oc;MOBY;KennethVoss;    20.816;  -157.194;20020817T203721Z;P10100100;M111110111101110100;    14.000;    28.607;       0.038610;       0.029497;       0.019317;       0.010261;       0.003916;       0.000417;       0.000148;       0.000135;       0.000027;       0.000006;       1.471700;       1.238200;       0.867000;       0.461500;       0.168500;       0.016400;       0.005600;       0.005000;       0.000900;       0.000200;     120.500000;     133.000000;     142.300003;     143.100006;     136.800003;     125.099998;     120.199997;     117.099998;     106.599998;     100.699997
MOBY_58_b_oc;MOBY;KennethVoss;    20.809;  -157.193;20020818T203628Z;P10100100;M111110111101110100;    14.000;    28.890;       0.039663;       0.030155;       0.019364;       0.010150;       0.003837;       0.000390;       0.000148;       0.000138;       0.000026;            NaN;       1.527900;       1.281500;       0.882200;       0.463300;       0.167900;       0.015600;       0.005700;       0.005200;       0.000900;            NaN;     121.800003;     134.699997;     144.500000;     145.300003;     139.199997;     127.500000;     122.800003;     119.699997;     108.500000;     103.199997
MOBY_59_b_oc;MOBY;KennethVoss;    20.811;  -157.190;20020819T203703Z;P10100100;M111110111101110100;    14.000;    28.717;       0.041033;       0.031713;       0.020855;       0.011266;       0.004434;       0.000439;       0.000156;       0.000139;       0.000026;            NaN;       1.576000;       1.343600;       0.946200;       0.512600;       0.193200;       0.017500;       0.006000;       0.005200;       0.000900;            NaN;     121.400002;     134.199997;     143.800003;     144.699997;     138.500000;     126.699997;     121.900002;     118.699997;     108.099998;     102.199997
MOBY_60_b_oc;MOBY;KennethVoss;    20.815;  -157.186;20020820T203733Z;P10100100;M111110111101110100;    14.000;    28.775;       0.038436;       0.029386;       0.019063;       0.009949;       0.003689;       0.000331;       0.000140;       0.000125;       0.000026;       0.000003;       1.513400;       1.276600;       0.887100;       0.464400;       0.164800;       0.013500;       0.005500;       0.004800;       0.000900;       0.000100;     124.500000;     137.699997;     147.600006;     148.600006;     142.100006;     129.800003;     124.800003;     121.599998;     111.000000;     104.599998
MOBY_61_b_oc;MOBY;KennethVoss;    20.810;  -157.198;20020822T203734Z;P10100100;M111110111101110100;    14.000;    28.914;       0.039901;       0.029865;       0.019265;       0.010271;       0.003983;       0.000415;       0.000140;       0.000126;       0.000025;            NaN;       1.602900;       1.328900;       0.921100;       0.493500;       0.183600;       0.017500;       0.005700;       0.005000;       0.000900;            NaN;     127.000000;     141.000000;     151.600006;     152.899994;     146.600006;     134.300003;     129.300003;     126.000000;     115.599998;     108.500000
MOBY_62_b_oc;MOBY;KennethVoss;    20.810;  -157.201;20020824T203630Z;P10100100;M111110111101110100;    15.000;    29.284;       0.039830;       0.029815;       0.019241;       0.010330;       0.004062;       0.000424;       0.000139;       0.000132;       0.000027;            NaN;       1.518200;       1.253300;       0.866500;       0.466500;       0.176000;       0.016800;       0.005300;       0.004900;       0.000900;            NaN;     120.500000;     133.199997;     142.800003;     143.699997;     137.800003;     126.000000;     121.000000;     117.900002;     106.900002;     101.400002
MOBY_63_b_oc;MOBY;KennethVoss;    20.829;  -157.206;20020827T203631Z;P10100100;M111110111101110100;    14.000;    29.526;       0.038851;       0.028562;       0.018175;       0.009528;       0.003664;       0.000386;       0.000127;       0.000115;       0.000022;            NaN;       1.551800;       1.263100;       0.863300;       0.453900;       0.167400;       0.016100;       0.005100;       0.004500;       0.000800;            NaN;     126.300003;     140.199997;     150.699997;     151.699997;     145.399994;     133.000000;     127.900002;     124.500000;     113.599998;     107.199997
MOBY_64_b_oc;MOBY;KennethVoss;    20.831;  -157.199;20020828T203629Z;P10100100;M111110111101110100;    14.000;    29.605;       0.040485;       0.030341;       0.019347;       0.010189;       0.003886;       0.000370;       0.000134;       0.000119;       0.000023;            NaN;       1.592700;       1.319700;       0.903100;       0.476700;       0.174600;       0.015200;       0.005300;       0.004600;       0.000800;            NaN;     124.400002;     137.899994;     148.100006;     149.000000;     143.000000;     130.899994;     125.800003;     122.500000;     110.800003;     105.500000
MOBY_65_b_oc;MOBY;KennethVoss;    20.831;  -157.194;20020829T203631Z;P10100100;M111110111101110100;    14.000;    29.688;       0.046157;       0.033551;       0.020316;       0.010472;       0.004023;       0.000445;       0.000127;       0.000112;       0.000023;       0.000003;       1.802500;       1.448400;       0.942300;       0.486800;       0.179700;       0.018200;       0.005000;       0.004300;       0.000800;       0.000100;     123.500000;     136.899994;     147.199997;     148.100006;     142.199997;     130.300003;     125.400002;     122.199997;     110.400002;     105.300003
MOBY_66_b_oc;MOBY;KennethVoss;    20.830;  -157.207;20020901T203632Z;P10100100;M111110111101110100;    14.000;    29.924;       0.033443;       0.024959;       0.016174;       0.008284;       0.002968;       0.000274;       0.000098;       0.000088;       0.000017;            NaN;       1.351400;       1.116700;       0.777600;       0.399600;       0.137400;       0.011600;       0.004000;       0.003500;       0.000600;            NaN;     127.800003;     141.899994;     152.600006;     153.699997;     147.399994;     135.100006;     130.199997;     126.800003;     115.300003;     109.400002
MOBY_67_b_oc;MOBY;KennethVoss;    20.826;  -157.200;20020904T203631Z;P10100100;M111110111101110100;    14.000;    30.226;       0.041180;       0.030022;       0.018032;       0.008561;       0.002803;       0.000209;       0.000059;       0.000056;       0.000008;            NaN;       1.659700;       1.338100;       0.862600;       0.410100;       0.128900;       0.008800;       0.002400;       0.002200;       0.000300;            NaN;     127.500000;     141.399994;     151.899994;     152.699997;     146.500000;     134.100006;     129.000000;     125.699997;     113.800003;     108.300003
MOBY_68_b_oc;MOBY;KennethVoss;    20.829;  -157.204;20020907T203703Z;P10100100;M111110111101110100;    14.000;    30.362;       0.041246;       0.030271;       0.019191;       0.010171;       0.003896;       0.000385;       0.000110;       0.000100;       0.000017;            NaN;       1.627100;       1.322600;       0.901200;       0.479300;       0.176500;       0.016000;       0.004400;       0.003900;       0.000600;            NaN;     124.800003;     138.600006;     149.100006;     150.199997;     144.300003;     132.399994;     127.199997;     124.000000;     112.699997;     106.800003
MOBY_69_b_oc;MOBY;KennethVoss;    20.828;  -157.206;20020908T203823Z;P10100100;M111110111101110100;    14.000;    30.276;       0.038402;       0.028591;       0.018125;       0.009214;       0.003347;       0.000332;       0.000107;       0.000106;       0.000020;            NaN;       1.500300;       1.234600;       0.840700;       0.428600;       0.149600;       0.013600;       0.004200;       0.004100;       0.000700;            NaN;     123.599998;     137.000000;     147.300003;     148.300003;     142.399994;     130.500000;     125.500000;     122.300003;     111.199997;     105.400002
MOBY_70_b_oc;MOBY;KennethVoss;    20.828;  -157.190;20020909T203703Z;P10100100;M111110111101110100;    13.000;    30.601;       0.039440;       0.029528;       0.019747;       0.010759;       0.004276;       0.000421;       0.000147;       0.000137;       0.000026;            NaN;       1.523800;       1.261200;       0.904300;       0.494600;       0.188600;       0.017000;       0.005700;       0.005200;       0.000900;            NaN;     122.199997;     135.399994;     145.300003;     146.399994;     140.399994;     128.699997;     123.800003;     120.599998;     110.000000;     103.900002
MOBY_71_b_oc;MOBY;KennethVoss;    20.824;  -157.184;20020910T203633Z;P10100100;M111110111101110100;    13.000;    30.934;       0.040424;       0.030220;       0.019856;       0.010718;       0.004230;       0.000379;       0.000144;       0.000131;       0.000024;            NaN;       1.529100;       1.264200;       0.891000;       0.482500;       0.182800;       0.015000;       0.005500;       0.004900;       0.000800;            NaN;     119.699997;     132.699997;     142.500000;     143.500000;     137.699997;     126.199997;     121.400002;     118.300003;     107.599998;     102.000000
MOBY_72_b_oc;MOBY;KennethVoss;    20.818;  -157.197;20020912T203634Z;P10100100;M111110111101110100;    14.000;    31.216;       0.042081;       0.031500;       0.020588;       0.011098;       0.004352;       0.000457;       0.000145;       0.000131;       0.000024;            NaN;       1.559300;       1.291400;       0.905200;       0.489500;       0.184000;       0.017700;       0.005400;       0.004800;       0.000800;            NaN;     117.300003;     130.100006;     139.699997;     140.699997;     134.800003;     123.599998;     119.099998;     116.000000;     106.000000;     100.000000
MOBY_73_b_oc;MOBY;KennethVoss;    20.815;  -157.208;20020913T203700Z;P10100100;M111110111101110100;    15.000;    31.161;       0.043425;       0.031714;       0.021083;       0.011642;       0.004651;       0.000469;       0.000140;       0.000135;       0.000026;            NaN;       1.645400;       1.333000;       0.952900;       0.528600;       0.202500;       0.018700;       0.005400;       0.005100;       0.000900;            NaN;     119.900002;     133.300003;     143.500000;     144.699997;     138.699997;     127.199997;     122.699997;     119.500000;     109.900002;     103.000000
MOBY_74_b_oc;MOBY;KennethVoss;    20.816;  -157.202;20020914T203635Z;P10100100;M111110111101110100;    15.000;    31.508;       0.038948;       0.028451;       0.019094;       0.010471;       0.004111;       0.000398;       0.000168;       0.000166;       0.000030;            NaN;       1.429600;       1.155800;       0.831800;       0.458000;       0.172400;       0.015300;       0.006200;       0.006000;       0.001000;            NaN;     116.199997;     128.899994;     138.399994;     139.500000;     133.699997;     122.599998;     118.000000;     115.000000;     105.199997;      99.099998
